"Start_Position"	"Hugo_Symbol"	"Variant_Classification"	"ShortVariantID"	"Freq"	"Heteroplasmy"	"Cancertype"
"25"	652	"MT-RNR1"	"5'Flank"	"G:652:A"	"< 5"	0.297226042342602	"BREAST(< 5),CHILDHOOD(< 5),ENDOMETRIAL_CARCINOMA(< 5),OVARIAN(< 5)"
"26"	653	"MT-RNR1"	"5'Flank"	"G:653:A"	"6"	0.42036850885752	"BREAST(< 5),COLORECTAL(< 5),PROSTATE(< 5),UPPER_GASTROINTESTINAL(< 5)"
"27"	653	"MT-RNR1"	"5'Flank"	"G:653:C"	"< 5"	0.557463672391017	"COLORECTAL(< 5)"
"28"	654	"MT-RNR1"	"5'Flank"	"T:654:C"	"< 5"	0.37400062727063	"COLORECTAL(< 5),RENAL(< 5)"
"29"	654	"MT-RNR1"	"5'Flank"	"T:654:G"	"< 5"	0.129055627369727	"HAEMONC(< 5),SARCOMA(< 5)"
"30"	655	"MT-RNR1"	"5'Flank"	"T:655:C"	"< 5"	0.32110792399751	"COLORECTAL(< 5),ENDOMETRIAL_CARCINOMA(< 5),LUNG(< 5)"
"31"	656	"MT-RNR1"	"5'Flank"	"T:656:C"	"< 5"	0.329495128432241	"BREAST(< 5)"
"32"	657	"MT-RNR1"	"5'Flank"	"G:657:A"	"7"	0.35319927818385	"BREAST(5),COLORECTAL(< 5),LUNG(< 5)"
"33"	658	"MT-RNR1"	"5'Flank"	"G:658:A"	"5"	0.496853044696676	"BREAST(< 5),COLORECTAL(< 5),ENDOMETRIAL_CARCINOMA(< 5),LUNG(< 5),OVARIAN(< 5)"
"34"	659	"MT-RNR1"	"5'Flank"	"T:659:C"	"< 5"	0.520823667779485	"COLORECTAL(< 5),ENDOMETRIAL_CARCINOMA(< 5)"
"35"	660	"MT-RNR1"	"5'Flank"	"C:660:T"	"< 5"	0.050620607148198	"COLORECTAL(< 5)"
"36"	664	"MT-RNR1"	"5'Flank"	"G:664:A"	"10"	0.246587042016674	"BLADDER(< 5),BREAST(< 5),COLORECTAL(< 5),LUNG(< 5),ORAL_OROPHARYNGEAL(< 5),OVARIAN(< 5),SARCOMA(< 5)"
"37"	665	"MT-RNR1"	"5'Flank"	"C:665:T"	"< 5"	0.28174552293029	"LUNG(< 5)"
"38"	667	"MT-RNR1"	"5'Flank"	"T:667:C"	"< 5"	0.570651928138877	"ENDOMETRIAL_CARCINOMA(< 5),LUNG(< 5),RENAL(< 5)"
"39"	668	"MT-RNR1"	"5'Flank"	"T:668:C"	"< 5"	0.09921392476137	"BREAST(< 5)"
"40"	669	"MT-RNR1"	"5'Flank"	"T:669:C"	"9"	0.372788456706152	"BREAST(< 5),COLORECTAL(< 5),HEPATOPANCREATOBILIARY(< 5),LUNG(< 5),OVARIAN(< 5),RENAL(< 5)"
"41"	670	"MT-RNR1"	"5'Flank"	"C:670:T"	"< 5"	0.0969329511149446	"RENAL(< 5)"
"42"	671	"MT-RNR1"	"5'Flank"	"T:671:C"	"< 5"	0.327130460944506	"BLADDER(< 5),ORAL_OROPHARYNGEAL(< 5)"
"43"	673	"MT-RNR1"	"5'Flank"	"T:673:C"	"< 5"	0.428937733545029	"BREAST(< 5),HAEMONC(< 5)"
"44"	674	"MT-RNR1"	"5'Flank"	"T:674:C"	"< 5"	0.451156356320255	"BLADDER(< 5),COLORECTAL(< 5),OVARIAN(< 5),RENAL(< 5)"
"45"	676	"MT-RNR1"	"5'Flank"	"G:676:A"	"10"	0.378881207964216	"BREAST(< 5),COLORECTAL(< 5),ENDOMETRIAL_CARCINOMA(< 5),ORAL_OROPHARYNGEAL(< 5),RENAL(< 5)"
"46"	679	"MT-RNR1"	"5'Flank"	"C:679:A"	"< 5"	0.159918590048933	"ENDOMETRIAL_CARCINOMA(< 5)"
"47"	683	"MT-RNR1"	"5'Flank"	"G:683:A"	"< 5"	0.38940476459431	"BREAST(< 5),COLORECTAL(< 5)"
"48"	684	"MT-RNR1"	"5'Flank"	"T:684:C"	"< 5"	0.398995649636851	"BREAST(< 5),ENDOMETRIAL_CARCINOMA(< 5),UPPER_GASTROINTESTINAL(< 5)"
"49"	684	"MT-RNR1"	"5'Flank"	"T:684:G"	"< 5"	0.946518472202758	"BLADDER(< 5)"
"50"	687	"MT-RNR1"	"5'Flank"	"G:687:A"	"< 5"	0.653886972671796	"BREAST(< 5)"
"51"	689	"MT-RNR1"	"5'Flank"	"T:689:C"	"< 5"	0.531397511085682	"RENAL(< 5)"
"52"	697	"MT-RNR1"	"5'Flank"	"G:697:A"	"< 5"	0.475463130898927	"RENAL(< 5),TESTICULAR_GERM_CELL_TUMOURS(< 5)"
"53"	700	"MT-RNR1"	"5'Flank"	"A:700:G"	"< 5"	0.277078085642317	"LUNG(< 5)"
"54"	701	"MT-RNR1"	"5'Flank"	"G:701:A"	"< 5"	0.557728585068678	"BREAST(< 5),RENAL(< 5)"
"55"	704	"MT-RNR1"	"5'Flank"	"T:704:C"	"< 5"	0.902161085705856	"BREAST(< 5)"
"56"	707	"MT-RNR1"	"5'Flank"	"C:707:T"	"< 5"	0.0630289627014843	"LUNG(< 5)"
"57"	709	"MT-RNR1"	"5'Flank"	"G:709:A"	"69"	0.386218158360943	"ADULT_GLIOMA(< 5),BLADDER(< 5),BREAST(14),CARCINOMA_OF_UNKNOWN_PRIMARY(< 5),CHILDHOOD(< 5),COLORECTAL(19),ENDOMETRIAL_CARCINOMA(5),HAEMONC(< 5),LUNG(< 5),NASOPHARYNGEAL(< 5),OVARIAN(< 5),PROSTATE(5),RENAL(7),SARCOMA(5),UPPER_GASTROINTESTINAL(< 5)"
"58"	710	"MT-RNR1"	"5'Flank"	"T:710:C"	"< 5"	0.732860053901269	"LUNG(< 5)"
"59"	712	"MT-RNR1"	"5'Flank"	"C:712:A"	"< 5"	0.0738888497569909	"BREAST(< 5)"
"60"	715	"MT-RNR1"	"5'Flank"	"G:715:A"	"< 5"	0.469383921273886	"BLADDER(< 5),COLORECTAL(< 5),RENAL(< 5)"
"61"	716	"MT-RNR1"	"5'Flank"	"T:716:C"	"< 5"	0.214809973111454	"OVARIAN(< 5),RENAL(< 5)"
"62"	717	"MT-RNR1"	"5'Flank"	"G:717:A"	"< 5"	0.175846031615719	"BREAST(< 5),COLORECTAL(< 5)"
"63"	718	"MT-RNR1"	"5'Flank"	"A:718:G"	"< 5"	0.535304767652384	"HAEMONC(< 5)"
"64"	719	"MT-RNR1"	"5'Flank"	"G:719:A"	"< 5"	0.0886363077312519	"SARCOMA(< 5),UPPER_GASTROINTESTINAL(< 5)"
"65"	720	"MT-RNR1"	"5'Flank"	"T:720:C"	"< 5"	0.8349316868103	"HAEMONC(< 5)"
"66"	721	"MT-RNR1"	"5'Flank"	"T:721:C"	"< 5"	0.349969766103365	"BREAST(< 5),COLORECTAL(< 5),LUNG(< 5)"
"67"	722	"MT-RNR1"	"5'Flank"	"C:722:T"	"< 5"	0.865069967707212	"COLORECTAL(< 5)"
"68"	723	"MT-RNR1"	"5'Flank"	"A:723:C"	"< 5"	0.198476413712277	"HAEMONC(< 5)"
"69"	723	"MT-RNR1"	"5'Flank"	"A:723:T"	"< 5"	0.0655820618730507	"ORAL_OROPHARYNGEAL(< 5)"
"70"	727	"MT-RNR1"	"5'Flank"	"T:727:C"	"9"	0.353231908786768	"ADULT_GLIOMA(< 5),BREAST(< 5),COLORECTAL(< 5),SARCOMA(< 5)"
"71"	729	"MT-RNR1"	"5'Flank"	"T:729:C"	"< 5"	0.249081581995697	"BLADDER(< 5)"
"72"	733	"MT-RNR1"	"5'Flank"	"T:733:C"	"< 5"	0.22280686621237	"BREAST(< 5)"
"73"	734	"MT-RNR1"	"5'Flank"	"C:734:T"	"< 5"	0.256701452944099	"COLORECTAL(< 5)"
"74"	737	"MT-RNR1"	"5'Flank"	"C:737:T"	"< 5"	0.0804143253672737	"PROSTATE(< 5)"
"75"	740	"MT-RNR1"	"5'Flank"	"G:740:A"	"9"	0.333369268438672	"BLADDER(< 5),BREAST(< 5),COLORECTAL(< 5),ENDOCRINE(< 5),ENDOMETRIAL_CARCINOMA(< 5),LUNG(< 5)"
"76"	742	"MT-RNR1"	"5'Flank"	"T:742:C"	"< 5"	0.199627857400421	"COLORECTAL(< 5),HAEMONC(< 5),HEPATOPANCREATOBILIARY(< 5),LUNG(< 5)"
"77"	744	"MT-RNR1"	"5'Flank"	"A:744:C"	"< 5"	0.818227933716605	"OVARIAN(< 5)"
"78"	748	"MT-RNR1"	"5'Flank"	"G:748:A"	"< 5"	0.289517467556433	"COLORECTAL(< 5),ENDOMETRIAL_CARCINOMA(< 5),LUNG(< 5),RENAL(< 5)"
"79"	752	"MT-RNR1"	"5'Flank"	"C:752:T"	"< 5"	0.124923667451801	"RENAL(< 5)"
"80"	755	"MT-RNR1"	"5'Flank"	"G:755:A"	"< 5"	0.133643345198743	"BREAST(< 5)"
"81"	762	"MT-RNR1"	"5'Flank"	"G:762:A"	"< 5"	0.535672554814764	"BREAST(< 5)"
"82"	764	"MT-RNR1"	"5'Flank"	"A:764:G"	"< 5"	0.683255040125269	"LUNG(< 5)"
"83"	766	"MT-RNR1"	"5'Flank"	"G:766:A"	"< 5"	0.148821203200848	"BREAST(< 5),LUNG(< 5)"
"84"	769	"MT-RNR1"	"5'Flank"	"G:769:A"	"8"	0.19192690055313	"BREAST(< 5),COLORECTAL(< 5),LUNG(< 5),PROSTATE(< 5),SARCOMA(< 5),UPPER_GASTROINTESTINAL(< 5)"
"85"	773	"MT-RNR1"	"5'Flank"	"T:773:C"	"< 5"	0.625053972366149	"BREAST(< 5)"
"86"	774	"MT-RNR1"	"5'Flank"	"G:774:A"	"< 5"	0.594850223738395	"COLORECTAL(< 5),SARCOMA(< 5)"
"87"	775	"MT-RNR1"	"5'Flank"	"C:775:T"	"< 5"	0.87347167470434	"COLORECTAL(< 5)"
"88"	777	"MT-RNR1"	"5'Flank"	"G:777:A"	"7"	0.415118174018709	"COLORECTAL(< 5),ENDOMETRIAL_CARCINOMA(< 5),LUNG(< 5),UPPER_GASTROINTESTINAL(< 5)"
"89"	777	"MT-RNR1"	"5'Flank"	"G:777:C"	"< 5"	0.0727668845315904	"COLORECTAL(< 5)"
"90"	786	"MT-RNR1"	"5'Flank"	"G:786:A"	"< 5"	0.493752257789062	"BREAST(< 5),COLORECTAL(< 5)"
"91"	788	"MT-RNR1"	"5'Flank"	"T:788:C"	"< 5"	0.942849488770818	"ENDOMETRIAL_CARCINOMA(< 5)"
"92"	789	"MT-RNR1"	"5'Flank"	"T:789:C"	"< 5"	0.0794382427079582	"HEPATOPANCREATOBILIARY(< 5)"
"93"	791	"MT-RNR1"	"5'Flank"	"G:791:A"	"< 5"	0.373436500072012	"BREAST(< 5),COLORECTAL(< 5),SINONASAL(< 5)"
"94"	794	"MT-RNR1"	"5'Flank"	"T:794:C"	"< 5"	0.195315974109393	"BREAST(< 5)"
"95"	796	"MT-RNR1"	"5'Flank"	"G:796:A"	"8"	0.378557494632727	"BREAST(< 5),COLORECTAL(< 5),ENDOMETRIAL_CARCINOMA(< 5),OVARIAN(< 5),UPPER_GASTROINTESTINAL(< 5)"
"96"	796	"MT-RNR1"	"5'Flank"	"G:796:C"	"< 5"	0.466651901537683	"BREAST(< 5)"
"97"	800	"MT-RNR1"	"5'Flank"	"C:800:G"	"< 5"	0.904174760014638	"ENDOMETRIAL_CARCINOMA(< 5)"
"98"	800	"MT-RNR1"	"5'Flank"	"C:800:T"	"< 5"	0.107145479914812	"LUNG(< 5)"
"99"	803	"MT-RNR1"	"5'Flank"	"C:803:T"	"< 5"	0.5505684334859	"RENAL(< 5)"
"100"	809	"MT-RNR1"	"5'Flank"	"G:809:A"	"< 5"	0.666449493453172	"BREAST(< 5),MALIGNANT_MELANOMA(< 5),SARCOMA(< 5)"
"101"	810	"MT-RNR1"	"5'Flank"	"G:810:A"	"11"	0.567907319661536	"BLADDER(< 5),BREAST(< 5),COLORECTAL(5),ENDOMETRIAL_CARCINOMA(< 5),LUNG(< 5),SARCOMA(< 5)"
"102"	811	"MT-RNR1"	"5'Flank"	"G:811:A"	"10"	0.280984496967244	"ADULT_GLIOMA(< 5),BREAST(< 5),COLORECTAL(< 5),LUNG(< 5),SARCOMA(< 5)"
"103"	812	"MT-RNR1"	"5'Flank"	"A:812:G"	"< 5"	0.146460359491256	"BLADDER(< 5)"
"104"	813	"MT-RNR1"	"5'Flank"	"A:813:T"	"< 5"	0.104013838478549	"COLORECTAL(< 5),ENDOMETRIAL_CARCINOMA(< 5)"
"105"	818	"MT-RNR1"	"5'Flank"	"C:818:G"	"< 5"	0.916653059320255	"MALIGNANT_MELANOMA(< 5)"
"106"	820	"MT-RNR1"	"5'Flank"	"G:820:A"	"9"	0.36393002393477	"BREAST(< 5),COLORECTAL(< 5),ENDOMETRIAL_CARCINOMA(< 5),LUNG(< 5),MALIGNANT_MELANOMA(< 5)"
"107"	821	"MT-RNR1"	"5'Flank"	"T:821:C"	"< 5"	0.372832810328263	"SARCOMA(< 5)"
"108"	821	"MT-RNR1"	"5'Flank"	"T:821:G"	"< 5"	0.356902356902357	"RENAL(< 5)"
"109"	822	"MT-RNR1"	"5'Flank"	"G:822:A"	"5"	0.332492670493921	"COLORECTAL(< 5),HEPATOPANCREATOBILIARY(< 5),RENAL(< 5)"
"110"	822	"MT-RNR1"	"5'Flank"	"G:822:C"	"< 5"	0.913494169186154	"OVARIAN(< 5)"
"111"	824	"MT-RNR1"	"5'Flank"	"T:824:A"	"< 5"	0.411284132032021	"SARCOMA(< 5)"
"112"	824	"MT-RNR1"	"5'Flank"	"T:824:C"	"< 5"	0.743540389214936	"ENDOMETRIAL_CARCINOMA(< 5),PROSTATE(< 5)"
"113"	830	"MT-RNR1"	"5'Flank"	"T:830:C"	"< 5"	0.345111765640832	"BREAST(< 5),ORAL_OROPHARYNGEAL(< 5),UPPER_GASTROINTESTINAL(< 5)"
"114"	831	"MT-RNR1"	"5'Flank"	"T:831:C"	"< 5"	0.646431901660049	"BREAST(< 5),COLORECTAL(< 5)"
"115"	832	"MT-RNR1"	"5'Flank"	"T:832:C"	"< 5"	0.369911956105653	"COLORECTAL(< 5)"
"116"	834	"MT-RNR1"	"5'Flank"	"G:834:A"	"< 5"	0.253003298960516	"BREAST(< 5)"
"117"	838	"MT-RNR1"	"5'Flank"	"T:838:C"	"< 5"	0.219648820424432	"RENAL(< 5)"
"118"	847	"MT-RNR1"	"5'Flank"	"G:847:A"	"< 5"	0.195649702935014	"HAEMONC(< 5),OVARIAN(< 5)"
"119"	849	"MT-RNR1"	"5'Flank"	"T:849:C"	"< 5"	0.944294831593315	"BREAST(< 5)"
"120"	854	"MT-RNR1"	"5'Flank"	"T:854:C"	"< 5"	0.45016293721486	"BREAST(< 5)"
"121"	856	"MT-RNR1"	"5'Flank"	"A:856:G"	"< 5"	0.500630289933369	"HAEMONC(< 5)"
"122"	857	"MT-RNR1"	"5'Flank"	"G:857:A"	"5"	0.474215229328325	"LUNG(< 5),ORAL_OROPHARYNGEAL(< 5),OVARIAN(< 5),SARCOMA(< 5),UPPER_GASTROINTESTINAL(< 5)"
"123"	858	"MT-RNR1"	"5'Flank"	"C:858:T"	"< 5"	0.396638364234968	"RENAL(< 5)"
"124"	859	"MT-RNR1"	"5'Flank"	"T:859:A"	"< 5"	0.346213335542208	"BREAST(< 5),RENAL(< 5)"
"125"	859	"MT-RNR1"	"5'Flank"	"T:859:C"	"< 5"	0.286834658755286	"ENDOMETRIAL_CARCINOMA(< 5),LUNG(< 5),RENAL(< 5)"
"126"	862	"MT-RNR1"	"5'Flank"	"A:862:G"	"< 5"	0.221459068126972	"RENAL(< 5)"
"127"	864	"MT-RNR1"	"5'Flank"	"T:864:C"	"< 5"	0.478987545564812	"ORAL_OROPHARYNGEAL(< 5),RENAL(< 5)"
"128"	866	"MT-RNR1"	"5'Flank"	"A:866:G"	"< 5"	0.378624631095704	"PROSTATE(< 5)"
"129"	870	"MT-RNR1"	"5'Flank"	"C:870:T"	"< 5"	0.754449582487774	"BREAST(< 5)"
"130"	871	"MT-RNR1"	"5'Flank"	"A:871:G"	"< 5"	0.160619469026549	"RENAL(< 5)"
"131"	872	"MT-RNR1"	"5'Flank"	"G:872:A"	"5"	0.30465792582788	"BREAST(< 5),COLORECTAL(< 5),LUNG(< 5),RENAL(< 5)"
"132"	873	"MT-RNR1"	"5'Flank"	"G:873:A"	"< 5"	0.370796389434289	"BLADDER(< 5),BREAST(< 5),COLORECTAL(< 5)"
"133"	874	"MT-RNR1"	"5'Flank"	"G:874:A"	"9"	0.357625110565802	"BREAST(< 5),COLORECTAL(< 5),LUNG(< 5),ORAL_OROPHARYNGEAL(< 5),PROSTATE(< 5),RENAL(< 5),SARCOMA(< 5)"
"134"	875	"MT-RNR1"	"5'Flank"	"T:875:C"	"< 5"	0.364193222776705	"BREAST(< 5),ENDOMETRIAL_CARCINOMA(< 5),RENAL(< 5)"
"135"	876	"MT-RNR1"	"5'Flank"	"T:876:C"	"< 5"	0.372442635921781	"ENDOMETRIAL_CARCINOMA(< 5)"
"136"	877	"MT-RNR1"	"5'Flank"	"G:877:A"	"7"	0.354211811481185	"BREAST(< 5),COLORECTAL(< 5),ENDOMETRIAL_CARCINOMA(< 5),HEPATOPANCREATOBILIARY(< 5),RENAL(< 5),SARCOMA(< 5)"
"137"	878	"MT-RNR1"	"5'Flank"	"G:878:A"	"< 5"	0.228132235333699	"BREAST(< 5),COLORECTAL(< 5)"
"138"	879	"MT-RNR1"	"5'Flank"	"T:879:C"	"42"	0.447046300688983	"BLADDER(< 5),BREAST(7),COLORECTAL(8),HAEMONC(< 5),HEPATOPANCREATOBILIARY(< 5),LUNG(< 5),OVARIAN(< 5),PROSTATE(< 5),RENAL(13),UPPER_GASTROINTESTINAL(< 5)"
"139"	883	"MT-RNR1"	"5'Flank"	"T:883:C"	"< 5"	0.598185592682831	"ENDOMETRIAL_CARCINOMA(< 5),HEPATOPANCREATOBILIARY(< 5)"
"140"	885	"MT-RNR1"	"5'Flank"	"T:885:C"	"< 5"	0.804726678303272	"COLORECTAL(< 5)"
"141"	886	"MT-RNR1"	"5'Flank"	"C:886:T"	"< 5"	0.0591174661746617	"RENAL(< 5)"
"142"	887	"MT-RNR1"	"5'Flank"	"G:887:A"	"6"	0.281695256949564	"BREAST(< 5),COLORECTAL(< 5),ENDOMETRIAL_CARCINOMA(< 5),OVARIAN(< 5)"
"143"	889	"MT-RNR1"	"5'Flank"	"G:889:A"	"< 5"	0.0979884963067628	"BREAST(< 5),COLORECTAL(< 5),LUNG(< 5),UPPER_GASTROINTESTINAL(< 5)"
"144"	893	"MT-RNR1"	"5'Flank"	"G:893:A"	"< 5"	0.200218980262184	"BREAST(< 5)"
"145"	896	"MT-RNR1"	"5'Flank"	"A:896:G"	"< 5"	0.978389428341973	"MALIGNANT_MELANOMA(< 5)"
"146"	899	"MT-RNR1"	"5'Flank"	"G:899:A"	"8"	0.277081163446493	"BLADDER(< 5),BREAST(< 5),COLORECTAL(< 5),ENDOMETRIAL_CARCINOMA(< 5),LUNG(< 5),SARCOMA(< 5)"
"147"	901	"MT-RNR1"	"5'Flank"	"G:901:A"	"< 5"	0.313390200236994	"BREAST(< 5),COLORECTAL(< 5),LUNG(< 5),OVARIAN(< 5)"
"148"	902	"MT-RNR1"	"5'Flank"	"G:902:A"	"7"	0.2123747988686	"COLORECTAL(5),ENDOMETRIAL_CARCINOMA(< 5),UPPER_GASTROINTESTINAL(< 5)"
"149"	903	"MT-RNR1"	"5'Flank"	"T:903:C"	"< 5"	0.514703873082248	"BREAST(< 5),OVARIAN(< 5),RENAL(< 5)"
"150"	909	"MT-RNR1"	"5'Flank"	"G:909:A"	"5"	0.0777546945637352	"BREAST(< 5),ENDOMETRIAL_CARCINOMA(< 5),HAEMONC(< 5),PROSTATE(< 5)"
"151"	911	"MT-RNR1"	"5'Flank"	"T:911:C"	"< 5"	0.12788906009245	"RENAL(< 5)"
"152"	912	"MT-RNR1"	"5'Flank"	"T:912:C"	"< 5"	0.864972797028018	"BLADDER(< 5),ENDOMETRIAL_CARCINOMA(< 5),RENAL(< 5)"
"153"	913	"MT-RNR1"	"5'Flank"	"A:913:G"	"< 5"	0.600027236824186	"MALIGNANT_MELANOMA(< 5)"
"154"	914	"MT-RNR1"	"5'Flank"	"A:914:G"	"< 5"	0.839762205746694	"RENAL(< 5)"
"155"	915	"MT-RNR1"	"5'Flank"	"C:915:T"	"< 5"	0.0712986540560204	"ADULT_GLIOMA(< 5)"
"156"	918	"MT-RNR1"	"5'Flank"	"A:918:T"	"< 5"	0.48978779086306	"ENDOMETRIAL_CARCINOMA(< 5)"
"157"	920	"MT-RNR1"	"5'Flank"	"G:920:A"	"< 5"	0.0632840328325848	"SARCOMA(< 5)"
"158"	921	"MT-RNR1"	"5'Flank"	"T:921:C"	"< 5"	0.255257549809921	"BREAST(< 5),RENAL(< 5)"
"159"	927	"MT-RNR1"	"5'Flank"	"G:927:A"	"< 5"	0.554337908667948	"BREAST(< 5),COLORECTAL(< 5),LUNG(< 5),OVARIAN(< 5)"
"160"	927	"MT-RNR1"	"5'Flank"	"G:927:C"	"< 5"	0.143085463307509	"COLORECTAL(< 5)"
"161"	930	"MT-RNR1"	"5'Flank"	"G:930:A"	"< 5"	0.0582350306107212	"OVARIAN(< 5)"
"162"	930	"MT-RNR1"	"5'Flank"	"G:930:C"	"< 5"	0.499511848761871	"BREAST(< 5)"
"163"	932	"MT-RNR1"	"5'Flank"	"C:932:T"	"< 5"	0.0502169511136824	"ENDOMETRIAL_CARCINOMA(< 5)"
"164"	933	"MT-RNR1"	"5'Flank"	"G:933:A"	"14"	0.298140495240163	"BLADDER(< 5),BREAST(< 5),COLORECTAL(< 5),ENDOMETRIAL_CARCINOMA(< 5),HAEMONC(< 5),LUNG(< 5),ORAL_OROPHARYNGEAL(< 5)"
"165"	934	"MT-RNR1"	"5'Flank"	"G:934:A"	"< 5"	0.537250114474456	"BREAST(< 5),COLORECTAL(< 5),OVARIAN(< 5)"
"166"	936	"MT-RNR1"	"5'Flank"	"G:936:A"	"6"	0.317712215988287	"COLORECTAL(< 5),HAEMONC(< 5),HEPATOPANCREATOBILIARY(< 5),LUNG(< 5)"
"167"	940	"MT-RNR1"	"5'Flank"	"A:940:G"	"< 5"	0.136570477247503	"HAEMONC(< 5)"
"168"	941	"MT-RNR1"	"5'Flank"	"G:941:A"	"< 5"	0.511846811014901	"COLORECTAL(< 5),ENDOMETRIAL_CARCINOMA(< 5),OVARIAN(< 5)"
"169"	941	"MT-RNR1"	"5'Flank"	"G:941:C"	"< 5"	0.330105005607096	"LUNG(< 5)"
"170"	943	"MT-RNR1"	"5'Flank"	"G:943:A"	"< 5"	0.30182240659072	"BLADDER(< 5),BREAST(< 5),COLORECTAL(< 5)"
"171"	945	"MT-RNR1"	"5'Flank"	"G:945:A"	"< 5"	0.346998653661357	"COLORECTAL(< 5),PROSTATE(< 5)"
"172"	947	"MT-RNR1"	"5'Flank"	"T:947:C"	"< 5"	0.302264246233271	"BREAST(< 5)"
"173"	951	"MT-RNR1"	"5'Flank"	"G:951:A"	"< 5"	0.266478014801916	"ADULT_GLIOMA(< 5)"
"174"	953	"MT-RNR1"	"5'Flank"	"T:953:C"	"< 5"	0.31281001798288	"COLORECTAL(< 5),RENAL(< 5)"
"175"	954	"MT-RNR1"	"5'Flank"	"C:954:T"	"< 5"	0.0688839063278525	"LUNG(< 5)"
"176"	955	"MT-RNR1"	"5'Flank"	"A:955:G"	"< 5"	0.25768229556267	"LUNG(< 5)"
"177"	957	"MT-RNR1"	"5'Flank"	"C:957:T"	"< 5"	0.276487408447878	"RENAL(< 5)"
"178"	961	"MT-RNR1"	"5'Flank"	"T:961:C"	"< 5"	0.161863482146505	"BREAST(< 5)"
"179"	968	"MT-RNR1"	"5'Flank"	"T:968:C"	"< 5"	0.681542306319172	"BREAST(< 5)"
"180"	972	"MT-RNR1"	"5'Flank"	"G:972:A"	"< 5"	0.3561089016912	"BLADDER(< 5),BREAST(< 5),COLORECTAL(< 5),LUNG(< 5)"
